suara_presma_sah,alasan_suara_presma_tidak_sah,suara_dpm_sah,alasan_suara_dpm_tidak_sah,waktu,dalam_waktu_pemungutan,nim_hashed,jenis_email,persetujuan,input_fakultas,fakultas_tercatat,terdaftar,fakultas_benar,input_verifikasi_hashed,sumber_verifikasi_hashed,verified,dapil_sesuai,pilihan_presma,pilihan_dpm_fh,pilihan_dpm_feb,pilihan_dpm_fp,pilihan_dpm_ft,pilihan_dpm_fisib,pilihan_dpm_fip,pilihan_dpm_fkis
true,,true,,2020-12-18 08:31:42 +0700 WIB,true,524e829187a7c9f66a000bf41e2fa87b,student,Setuju,FKis,FKis,true,true,01c37dc972922fa461c226f3ec031958,01c37dc972922fa461c226f3ec031958,true,true,Pasangan calon nomor urut 2,,,,,,,Calon DPM nomor urut 2
true,,true,,2020-12-18 08:08:49 +0700 WIB,true,199467b229a2037ec316f0b73edf5aee,student,Setuju,FP,FP,true,true,987116eb0286b8c30fb8257051029c46,987116eb0286b8c30fb8257051029c46,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 11:43:27 +0700 WIB,true,25aa04e11d64b407b85b3fb6f2045202,student,Setuju,FIP,FIP,true,true,f3aefc23f9ec77268f58b0d2a80d131e,f3aefc23f9ec77268f58b0d2a80d131e,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 4,
true,,true,,2020-12-18 09:08:26 +0700 WIB,true,f2e6d8f2e45e6d1ce55f7116045cd085,student,Setuju,FH,FH,true,true,03558b8c70cfdc4a782be0668107aaa9,03558b8c70cfdc4a782be0668107aaa9,true,true,Pasangan calon nomor urut 2,Calon DPM nomor urut 3,,,,,,
true,,true,,2020-12-18 11:09:58 +0700 WIB,true,815c00f93b0506d9a2df5106951d7fb3,student,Setuju,FEB,FEB,true,true,987116eb0286b8c30fb8257051029c46,987116eb0286b8c30fb8257051029c46,true,true,Pasangan calon nomor urut 2,,Calon DPM nomor urut 1,,,,,
true,,true,,2020-12-18 09:12:07 +0700 WIB,true,50f460b9c23728d40094cffea79b23ff,student,Setuju,FT,FT,true,true,070c2f7fe3f0818b33ee7d93a22b7ab7,070c2f7fe3f0818b33ee7d93a22b7ab7,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,,
true,,true,,2020-12-18 09:55:20 +0700 WIB,true,5c23753a73341dc2ba7a1a1946823400,student,Setuju,FH,FH,true,true,a8475299b479f37b27d73d05c7868234,a8475299b479f37b27d73d05c7868234,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 3,,,,,,
true,,true,,2020-12-18 10:01:01 +0700 WIB,true,fadf93393759bcbd98290eab69d1ceb3,student,Setuju,FIP,FIP,true,true,77edf7c03973d6843412653a3832fc1a,77edf7c03973d6843412653a3832fc1a,true,true,Pasangan calon nomor urut 2,,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 08:57:38 +0700 WIB,true,e5d949993a7d462b31a4b7f66c87268d,student,Setuju,FKis,FKis,true,true,56af289208d92148caa7932799db8f7d,56af289208d92148caa7932799db8f7d,true,true,Pasangan calon nomor urut 3,,,,,,,Calon DPM nomor urut 1
true,,true,,2020-12-18 08:55:44 +0700 WIB,true,52118c08c4136c09173ffcd48562c96c,student,Setuju,FISIB,FISIB,true,true,b25cdebb9c808ad553c6e224e5fa6349,b25cdebb9c808ad553c6e224e5fa6349,true,true,Pasangan calon nomor urut 3,,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 09:46:36 +0700 WIB,true,3e86228046ce43eebaba0f20721f58e5,student,Setuju,FEB,FEB,true,true,a4f35a046cc2a1ab59e5fb954f8af715,a4f35a046cc2a1ab59e5fb954f8af715,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 2,,,,,
true,,true,,2020-12-18 09:49:42 +0700 WIB,true,d40498131aba8a1903fbb59cef3adff2,student,Setuju,FKis,FKis,true,true,1f307f5e3d14895e0dd3d2144a298fde,1f307f5e3d14895e0dd3d2144a298fde,true,true,Pasangan calon nomor urut 1,,,,,,,Calon DPM nomor urut 4
true,,true,,2020-12-18 12:33:04 +0700 WIB,true,c9a2f80de76951e114cbc515eb1f3467,student,Setuju,FT,FT,true,true,22a2e78c2b8eea8fc1f7b3a59e91a9cf,22a2e78c2b8eea8fc1f7b3a59e91a9cf,true,true,Pasangan calon nomor urut 3,,,,Calon DPM nomor urut 3,,,
true,,true,,2020-12-18 10:46:55 +0700 WIB,true,ce5149676907def91b44ec5f41b8a5da,student,Setuju,FH,FH,true,true,9ec0c8c27bcf90cb573f047ecc0f2303,9ec0c8c27bcf90cb573f047ecc0f2303,true,true,Pasangan calon nomor urut 2,Calon DPM nomor urut 4,,,,,,
true,,true,,2020-12-18 10:09:22 +0700 WIB,true,da9f2677396daaafbb618895fc31901d,student,Setuju,FP,FP,true,true,a0b26cc3ffe1888a3387aedc31fb66ed,a0b26cc3ffe1888a3387aedc31fb66ed,true,true,Pasangan calon nomor urut 3,,,Calon DPM nomor urut 1,,,,
true,,true,,2020-12-18 08:16:20 +0700 WIB,true,1abf333f4a8114a85f62f6849a5f6b11,student,Setuju,FIP,FIP,true,true,3a0e5f59b185f480535c11aa4173e31f,3a0e5f59b185f480535c11aa4173e31f,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 3,
true,,true,,2020-12-18 12:16:49 +0700 WIB,true,5c70f0f2290ace00a1b33739f9105f2d,student,Setuju,FKis,FKis,true,true,b3979cf767580989dd48d58f8242feff,b3979cf767580989dd48d58f8242feff,true,true,Pasangan calon nomor urut 3,,,,,,,Calon DPM nomor urut 3
true,,true,,2020-12-18 11:10:43 +0700 WIB,true,f000cbc567cdacaf2de1fd96c45bd2e9,student,Setuju,FH,FH,true,true,c67701ce70013f3124c78cc35e61217f,c67701ce70013f3124c78cc35e61217f,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 1,,,,,,
true,,true,,2020-12-18 08:56:45 +0700 WIB,true,41b44db1a215aab1cb8d5521934ae00c,student,Setuju,FP,FP,true,true,987116eb0286b8c30fb8257051029c46,987116eb0286b8c30fb8257051029c46,true,true,Pasangan calon nomor urut 3,,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 12:02:26 +0700 WIB,true,6d57a37e0cebcb5bbfa5dffe121d0b64,student,Setuju,FEB,FEB,true,true,82c78a19ef28648f9bc2902051067f9b,82c78a19ef28648f9bc2902051067f9b,true,true,Pasangan calon nomor urut 2,,Calon DPM nomor urut 2,,,,,
true,,true,,2020-12-18 10:42:43 +0700 WIB,true,652cb5e68df1c932b9772ad831273904,student,Setuju,FEB,FEB,true,true,854b15c2ec135d3b9689ff0bd0edfd7f,854b15c2ec135d3b9689ff0bd0edfd7f,true,true,Pasangan calon nomor urut 3,,Calon DPM nomor urut 3,,,,,
true,,true,,2020-12-18 10:38:17 +0700 WIB,true,f6138bec83fa5139ac5b498475164f6d,student,Setuju,FIP,FIP,true,true,01c37dc972922fa461c226f3ec031958,01c37dc972922fa461c226f3ec031958,true,true,Pasangan calon nomor urut 3,,,,,,Calon DPM nomor urut 3,
true,,true,,2020-12-18 12:18:22 +0700 WIB,true,94c0a7811b8b1831b4fe898833e69d97,student,Setuju,FP,FP,true,true,77edf7c03973d6843412653a3832fc1a,77edf7c03973d6843412653a3832fc1a,true,true,Pasangan calon nomor urut 3,,,Calon DPM nomor urut 4,,,,
true,,true,,2020-12-18 11:46:37 +0700 WIB,true,738148887d6d80f4a06233c47bb3e1fa,student,Setuju,FH,FH,true,true,63e1d1aa0300536c5cf0f9ddff2b0bc0,63e1d1aa0300536c5cf0f9ddff2b0bc0,true,true,Pasangan calon nomor urut 3,Calon DPM nomor urut 1,,,,,,
true,,true,,2020-12-18 09:57:44 +0700 WIB,true,6eae4762ba56c633bd20bed99e6b5a7c,student,Setuju,FEB,FEB,true,true,987116eb0286b8c30fb8257051029c46,987116eb0286b8c30fb8257051029c46,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 2,,,,,
true,,true,,2020-12-18 12:55:24 +0700 WIB,true,26228bcb4d207f584582b0442c2e0eb4,student,Setuju,FIP,FIP,true,true,3ef97d02b8c51015975e0031abb1d416,3ef97d02b8c51015975e0031abb1d416,true,true,Pasangan calon nomor urut 3,,,,,,Calon DPM nomor urut 3,
true,,true,,2020-12-18 08:13:35 +0700 WIB,true,ac68a573a32531646ddd9482da24c027,student,Setuju,FISIB,FISIB,true,true,2736238153b5f7ee83895a47430cac8a,2736238153b5f7ee83895a47430cac8a,true,true,Pasangan calon nomor urut 3,,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 08:39:21 +0700 WIB,true,1344600e3e0b4a8ff5bb75402133c70c,student,Setuju,FT,FT,true,true,987116eb0286b8c30fb8257051029c46,987116eb0286b8c30fb8257051029c46,true,true,Pasangan calon nomor urut 3,,,,Calon DPM nomor urut 2,,,
true,,true,,2020-12-18 09:21:34 +0700 WIB,true,9b49be11d3a144b610986710c26925ec,student,Setuju,FT,FT,true,true,b25cdebb9c808ad553c6e224e5fa6349,b25cdebb9c808ad553c6e224e5fa6349,true,true,Pasangan calon nomor urut 3,,,,Calon DPM nomor urut 4,,,
true,,true,,2020-12-18 08:10:53 +0700 WIB,true,a004205743f1a6a9727b7ba90588b169,student,Setuju,FIP,FIP,true,true,760bf49d02fd4b9004743e8fb12e5d08,760bf49d02fd4b9004743e8fb12e5d08,true,true,Pasangan calon nomor urut 3,,,,,,Calon DPM nomor urut 3,
true,,true,,2020-12-18 08:59:47 +0700 WIB,true,c059eb6409fe7adbeef8dc3967245c93,student,Setuju,FT,FT,true,true,1fcfc5d9a4768537252b811cae55084c,1fcfc5d9a4768537252b811cae55084c,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,,
true,,true,,2020-12-18 09:52:48 +0700 WIB,true,30e1eb7f68f0bcbf25a380da234af03d,student,Setuju,FKis,FKis,true,true,760bf49d02fd4b9004743e8fb12e5d08,760bf49d02fd4b9004743e8fb12e5d08,true,true,Pasangan calon nomor urut 3,,,,,,,Calon DPM nomor urut 4
true,,true,,2020-12-18 08:32:46 +0700 WIB,true,ae2d392ee3bf1c718913f9936414f1b8,student,Setuju,FIP,FIP,true,true,272acef6b0a4c7ce8255ad341bfd4d2f,272acef6b0a4c7ce8255ad341bfd4d2f,true,true,Pasangan calon nomor urut 2,,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 11:46:28 +0700 WIB,true,0a3e4923410dac7dcc0747b3789ffa50,student,Setuju,FH,FH,true,true,1dd79635e9391e14863e3c168e8afd15,1dd79635e9391e14863e3c168e8afd15,true,true,Pasangan calon nomor urut 2,Calon DPM nomor urut 1,,,,,,
true,,true,,2020-12-18 08:44:06 +0700 WIB,true,4e9f8243f84183562a6a000f5fa8012b,student,Setuju,FT,FT,true,true,5715fabe9570a72aab6e19d36890c3a2,5715fabe9570a72aab6e19d36890c3a2,true,true,Pasangan calon nomor urut 2,,,,Calon DPM nomor urut 3,,,
true,,true,,2020-12-18 08:04:36 +0700 WIB,true,d43bfb67931700fc0caea304f652c4a5,student,Setuju,FT,FT,true,true,a8475299b479f37b27d73d05c7868234,a8475299b479f37b27d73d05c7868234,true,true,Pasangan calon nomor urut 2,,,,Calon DPM nomor urut 4,,,
true,,true,,2020-12-18 10:58:54 +0700 WIB,true,9c5c3ab00178c5438a989f71f02a8ffc,student,Setuju,FT,FT,true,true,904d399fbf2e515c520b3625171a73f9,904d399fbf2e515c520b3625171a73f9,true,true,Pasangan calon nomor urut 3,,,,Calon DPM nomor urut 2,,,
true,,true,,2020-12-18 08:38:59 +0700 WIB,true,393c44eddbd06699f75dcc1b0eeaca70,student,Setuju,FT,FT,true,true,987116eb0286b8c30fb8257051029c46,987116eb0286b8c30fb8257051029c46,true,true,Pasangan calon nomor urut 3,,,,Calon DPM nomor urut 2,,,
true,,true,,2020-12-18 12:51:07 +0700 WIB,true,4e929c5eb10ff19e61672e58a7504cd1,student,Setuju,FKis,FKis,true,true,365d30ef7cca127197fdf09ac0623351,365d30ef7cca127197fdf09ac0623351,true,true,Pasangan calon nomor urut 1,,,,,,,Calon DPM nomor urut 2
true,,true,,2020-12-18 10:53:48 +0700 WIB,true,78201b72b26944de9e7977ac6c1036d2,student,Setuju,FH,FH,true,true,bc9527b001885c426268fc0e6e493e3b,bc9527b001885c426268fc0e6e493e3b,true,true,Pasangan calon nomor urut 3,Calon DPM nomor urut 4,,,,,,
true,,true,,2020-12-18 09:27:54 +0700 WIB,true,f30e3ad5bfcc56d09237f3662c77761d,student,Setuju,FT,FT,true,true,9ef439a9d977415dac4448ce41b7ad1a,9ef439a9d977415dac4448ce41b7ad1a,true,true,Pasangan calon nomor urut 3,,,,Calon DPM nomor urut 2,,,
true,,true,,2020-12-18 10:20:43 +0700 WIB,true,015635fbbd46e1ec7fc9ddb988ba2b0e,student,Setuju,FT,FT,true,true,9ec0c8c27bcf90cb573f047ecc0f2303,9ec0c8c27bcf90cb573f047ecc0f2303,true,true,Pasangan calon nomor urut 3,,,,Calon DPM nomor urut 4,,,
true,,true,,2020-12-18 08:41:11 +0700 WIB,true,311ce71b3036e07a96fd02ea2521d7b7,student,Setuju,FISIB,FISIB,true,true,5c298083c758aa0087a912c33d26dcb5,5c298083c758aa0087a912c33d26dcb5,true,true,Pasangan calon nomor urut 3,,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 08:03:43 +0700 WIB,true,308ed2c9b1dccc9048551269ddc4d01f,student,Setuju,FKis,FKis,true,true,a8475299b479f37b27d73d05c7868234,a8475299b479f37b27d73d05c7868234,true,true,Pasangan calon nomor urut 2,,,,,,,Calon DPM nomor urut 1
true,,true,,2020-12-18 08:38:54 +0700 WIB,true,abf397c53814c2b2fa015981cc4f78c4,student,Setuju,FEB,FEB,true,true,e2f875f78f82546a1cd96f3d7d5237a1,e2f875f78f82546a1cd96f3d7d5237a1,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 1,,,,,
true,,true,,2020-12-18 08:27:00 +0700 WIB,true,b96d2ab83e23021fe157362f7652b94f,student,Setuju,FISIB,FISIB,true,true,854b15c2ec135d3b9689ff0bd0edfd7f,854b15c2ec135d3b9689ff0bd0edfd7f,true,true,Pasangan calon nomor urut 2,,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 08:55:11 +0700 WIB,true,839f252c74145b0efc1cdb081feef656,student,Setuju,FIP,FIP,true,true,95d0fc3d4990ed610dc355d22df0bfc3,95d0fc3d4990ed610dc355d22df0bfc3,true,true,Pasangan calon nomor urut 2,,,,,,Calon DPM nomor urut 2,
true,,true,,2020-12-18 10:08:11 +0700 WIB,true,7b453ddb408fff21cfb8fec9aa3b0ed5,student,Setuju,FP,FP,true,true,3903b114624b61625baade42e1922c15,3903b114624b61625baade42e1922c15,true,true,Pasangan calon nomor urut 3,,,Calon DPM nomor urut 4,,,,
true,,true,,2020-12-18 08:27:53 +0700 WIB,true,eeb108f097c39321e535261cb084575d,student,Setuju,FT,FT,true,true,836d2494991f1202c16e88bce72554b5,836d2494991f1202c16e88bce72554b5,true,true,Pasangan calon nomor urut 2,,,,Calon DPM nomor urut 4,,,
true,,true,,2020-12-18 08:40:50 +0700 WIB,true,c43cfc9b31026edf861570df64ec9c6c,student,Setuju,FT,FT,true,true,708f20a0f36ea41cd35e1e9816954d72,708f20a0f36ea41cd35e1e9816954d72,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 2,,,
true,,true,,2020-12-18 10:43:41 +0700 WIB,true,5101bae8b958be48835d59bdd01b09d1,student,Setuju,FKis,FKis,true,true,708f20a0f36ea41cd35e1e9816954d72,708f20a0f36ea41cd35e1e9816954d72,true,true,Pasangan calon nomor urut 2,,,,,,,Calon DPM nomor urut 4
true,,true,,2020-12-18 09:33:35 +0700 WIB,true,d12440adb95e0433a4712b601a1ba425,student,Setuju,FKis,FKis,true,true,d61cc155c54b08b2cd143eaf7138b7ff,d61cc155c54b08b2cd143eaf7138b7ff,true,true,Pasangan calon nomor urut 1,,,,,,,Calon DPM nomor urut 3
true,,true,,2020-12-18 09:42:20 +0700 WIB,true,8312139a3edfb0fdbda23aa65537b725,student,Setuju,FT,FT,true,true,82c78a19ef28648f9bc2902051067f9b,82c78a19ef28648f9bc2902051067f9b,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:24:38 +0700 WIB,true,b2685e400d5cb4b572c0abe04e126741,student,Setuju,FISIB,FISIB,true,true,5646d1ed228e9ff8a6d63901b81e5e5e,5646d1ed228e9ff8a6d63901b81e5e5e,true,true,Pasangan calon nomor urut 2,,,,,Calon DPM nomor urut 4,,
true,,true,,2020-12-18 11:40:28 +0700 WIB,true,9995bcf2c52a095f129eace4ae5e453a,student,Setuju,FIP,FIP,true,true,4e8fce5b302adde4ef3c180728c9fd3c,4e8fce5b302adde4ef3c180728c9fd3c,true,true,Pasangan calon nomor urut 2,,,,,,Calon DPM nomor urut 3,
true,,true,,2020-12-18 10:32:45 +0700 WIB,true,b360b1f27359612bb60f7e7d86bfc3a6,student,Setuju,FKis,FKis,true,true,5715fabe9570a72aab6e19d36890c3a2,5715fabe9570a72aab6e19d36890c3a2,true,true,Pasangan calon nomor urut 1,,,,,,,Calon DPM nomor urut 3
true,,true,,2020-12-18 10:23:04 +0700 WIB,true,7530d8ae5bd86de16b4811f23b1481dd,student,Setuju,FT,FT,true,true,46e9632adb8e2b7c74d71e2960761915,46e9632adb8e2b7c74d71e2960761915,true,true,Pasangan calon nomor urut 2,,,,Calon DPM nomor urut 3,,,
true,,true,,2020-12-18 11:04:40 +0700 WIB,true,52d0e5e00c6ff9b5d6660ab0ceacb5c2,student,Setuju,FKis,FKis,true,true,f307d53eded7d4a816bc86303744f3b8,f307d53eded7d4a816bc86303744f3b8,true,true,Pasangan calon nomor urut 3,,,,,,,Calon DPM nomor urut 4
true,,true,,2020-12-18 11:10:48 +0700 WIB,true,b66ede998b94cac40bb57432b506f34d,student,Setuju,FKis,FKis,true,true,9ec0c8c27bcf90cb573f047ecc0f2303,9ec0c8c27bcf90cb573f047ecc0f2303,true,true,Pasangan calon nomor urut 1,,,,,,,Calon DPM nomor urut 1
true,,true,,2020-12-18 11:58:09 +0700 WIB,true,7df5075104ab48ff6bf8b5cb4fc9fc4a,student,Setuju,FP,FP,true,true,760bf49d02fd4b9004743e8fb12e5d08,760bf49d02fd4b9004743e8fb12e5d08,true,true,Pasangan calon nomor urut 3,,,Calon DPM nomor urut 3,,,,
true,,true,,2020-12-18 09:26:32 +0700 WIB,true,140d9d70c5f5b631823ffd2ff2e800b9,student,Setuju,FT,FT,true,true,bcd34721eb63abad679806d1af22e579,bcd34721eb63abad679806d1af22e579,true,true,Pasangan calon nomor urut 3,,,,Calon DPM nomor urut 2,,,
true,,true,,2020-12-18 12:40:57 +0700 WIB,true,2f79bb0d681fede3cd36009528624911,student,Setuju,FIP,FIP,true,true,a8475299b479f37b27d73d05c7868234,a8475299b479f37b27d73d05c7868234,true,true,Pasangan calon nomor urut 2,,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 12:17:48 +0700 WIB,true,ca0f4769cb8765353f8358b5e6c20889,student,Setuju,FIP,FIP,true,true,94d5b36b63f275be5ebfb1dd1f82f26a,94d5b36b63f275be5ebfb1dd1f82f26a,true,true,Pasangan calon nomor urut 2,,,,,,Calon DPM nomor urut 3,
true,,true,,2020-12-18 12:24:00 +0700 WIB,true,caa2f11192e80a900da573ae802c39ff,student,Setuju,FH,FH,true,true,94d5b36b63f275be5ebfb1dd1f82f26a,94d5b36b63f275be5ebfb1dd1f82f26a,true,true,Pasangan calon nomor urut 3,Calon DPM nomor urut 2,,,,,,
true,,true,,2020-12-18 09:04:54 +0700 WIB,true,e1e6398c2c64e96c40d37a87b157487d,student,Setuju,FKis,FKis,true,true,46e9632adb8e2b7c74d71e2960761915,46e9632adb8e2b7c74d71e2960761915,true,true,Pasangan calon nomor urut 3,,,,,,,Calon DPM nomor urut 2
true,,true,,2020-12-18 08:04:56 +0700 WIB,true,ec78fb311443c8fed21d62048ee69d5d,student,Setuju,FISIB,FISIB,true,true,760bf49d02fd4b9004743e8fb12e5d08,760bf49d02fd4b9004743e8fb12e5d08,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 11:41:04 +0700 WIB,true,1f517ac1f4e856bc9d7a4a3fcdf03158,student,Setuju,FP,FP,true,true,4446ed03202a73591fde7b1c13fed2a7,4446ed03202a73591fde7b1c13fed2a7,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 4,,,,
true,,true,,2020-12-18 09:05:39 +0700 WIB,true,c2a1197ec8c8b4391ffe30bef75927af,student,Setuju,FEB,FEB,true,true,01c37dc972922fa461c226f3ec031958,01c37dc972922fa461c226f3ec031958,true,true,Pasangan calon nomor urut 3,,Calon DPM nomor urut 2,,,,,
true,,true,,2020-12-18 08:37:24 +0700 WIB,true,edf7feb634cf68102eff2d9ea9bb90ae,student,Setuju,FEB,FEB,true,true,987116eb0286b8c30fb8257051029c46,987116eb0286b8c30fb8257051029c46,true,true,Pasangan calon nomor urut 3,,Calon DPM nomor urut 3,,,,,
true,,true,,2020-12-18 09:20:21 +0700 WIB,true,3192ababade3e4d1352935ff11e7887b,student,Setuju,FIP,FIP,true,true,b3979cf767580989dd48d58f8242feff,b3979cf767580989dd48d58f8242feff,true,true,Pasangan calon nomor urut 2,,,,,,Calon DPM nomor urut 4,
true,,true,,2020-12-18 08:27:38 +0700 WIB,true,5d05d820ad367965a2be11967bf9934d,student,Setuju,FISIB,FISIB,true,true,bd98554175896a2866016c7f2835588e,bd98554175896a2866016c7f2835588e,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 4,,
true,,true,,2020-12-18 11:40:22 +0700 WIB,true,102710b7097f2b5bde846dd539e9b88d,student,Setuju,FP,FP,true,true,37c2b830bae52f43efcba72004ffeaf5,37c2b830bae52f43efcba72004ffeaf5,true,true,Pasangan calon nomor urut 3,,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 11:06:43 +0700 WIB,true,d59f058886824a2c49e90ebd948253c3,student,Setuju,FKis,FKis,true,true,854b15c2ec135d3b9689ff0bd0edfd7f,854b15c2ec135d3b9689ff0bd0edfd7f,true,true,Pasangan calon nomor urut 1,,,,,,,Calon DPM nomor urut 4
true,,true,,2020-12-18 12:25:33 +0700 WIB,true,44107feb0619e898e4ed163b36c5100e,student,Setuju,FKis,FKis,true,true,add5d924cf391c3bf1db24dfa1c5cb70,add5d924cf391c3bf1db24dfa1c5cb70,true,true,Pasangan calon nomor urut 1,,,,,,,Calon DPM nomor urut 3
true,,true,,2020-12-18 11:20:03 +0700 WIB,true,d2736110c4250c612cd4db81cd68e4fc,student,Setuju,FIP,FIP,true,true,d61cc155c54b08b2cd143eaf7138b7ff,d61cc155c54b08b2cd143eaf7138b7ff,true,true,Pasangan calon nomor urut 3,,,,,,Calon DPM nomor urut 2,
true,,true,,2020-12-18 11:33:44 +0700 WIB,true,742dedec3f2fe39ddd040967971d316d,student,Setuju,FT,FT,true,true,11a0ecf90aff10ee4df6c61831d24292,11a0ecf90aff10ee4df6c61831d24292,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 10:42:19 +0700 WIB,true,bbc238518248339b0c108e8476f617a4,student,Setuju,FH,FH,true,true,5bb0508b9dbcb738cb65425a03cb3016,5bb0508b9dbcb738cb65425a03cb3016,true,true,Pasangan calon nomor urut 2,Calon DPM nomor urut 3,,,,,,
true,,true,,2020-12-18 11:43:03 +0700 WIB,true,82ce388b8fb7d766d9d98dc2d6ba777c,student,Setuju,FKis,FKis,true,true,37c2b830bae52f43efcba72004ffeaf5,37c2b830bae52f43efcba72004ffeaf5,true,true,Pasangan calon nomor urut 2,,,,,,,Calon DPM nomor urut 4
true,,true,,2020-12-18 08:37:34 +0700 WIB,true,d45f512b0aad8cbd01eb67514518e8ea,student,Setuju,FP,FP,true,true,46e9632adb8e2b7c74d71e2960761915,46e9632adb8e2b7c74d71e2960761915,true,true,Pasangan calon nomor urut 3,,,Calon DPM nomor urut 1,,,,
true,,true,,2020-12-18 11:22:41 +0700 WIB,true,b32ab4cf0ec1e9cf198650a5d12d013a,student,Setuju,FH,FH,true,true,987116eb0286b8c30fb8257051029c46,987116eb0286b8c30fb8257051029c46,true,true,Pasangan calon nomor urut 2,Calon DPM nomor urut 1,,,,,,
true,,true,,2020-12-18 12:11:22 +0700 WIB,true,8b24842f4b9e8c7c363372062b70e926,student,Setuju,FISIB,FISIB,true,true,987116eb0286b8c30fb8257051029c46,987116eb0286b8c30fb8257051029c46,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 4,,
true,,true,,2020-12-18 09:10:22 +0700 WIB,true,d1b281f8d14c4d80d5014a64b5e24ece,student,Setuju,FISIB,FISIB,true,true,f264b8c31ca14e282e4b77fb8dc4a146,f264b8c31ca14e282e4b77fb8dc4a146,true,true,Pasangan calon nomor urut 2,,,,,Calon DPM nomor urut 2,,
true,,true,,2020-12-18 12:41:29 +0700 WIB,true,e980c56b7ead73220a872eb76765bbcb,student,Setuju,FEB,FEB,true,true,b385e8db618ca976d0bdb7471a2c9f02,b385e8db618ca976d0bdb7471a2c9f02,true,true,Pasangan calon nomor urut 2,,Calon DPM nomor urut 4,,,,,
true,,true,,2020-12-18 10:09:26 +0700 WIB,true,5a970850b5972647d883a215113072e1,student,Setuju,FT,FT,true,true,d5b2b47a05818d93842a87aa243845e7,d5b2b47a05818d93842a87aa243845e7,true,true,Pasangan calon nomor urut 2,,,,Calon DPM nomor urut 2,,,
true,,true,,2020-12-18 10:01:53 +0700 WIB,true,c65fca903f71a9d0c191eea8565a8e8c,student,Setuju,FKis,FKis,true,true,32ba4245787c2b9500a1ea66f16b1125,32ba4245787c2b9500a1ea66f16b1125,true,true,Pasangan calon nomor urut 2,,,,,,,Calon DPM nomor urut 2
true,,true,,2020-12-18 09:08:59 +0700 WIB,true,00cb074bfa2f9c5c842e1000984feb00,student,Setuju,FKis,FKis,true,true,bb3010afbf139cd6232030ebfa0184ca,bb3010afbf139cd6232030ebfa0184ca,true,true,Pasangan calon nomor urut 1,,,,,,,Calon DPM nomor urut 4
true,,true,,2020-12-18 08:02:55 +0700 WIB,true,3a092496c7f6b5c23ee3713785e038af,student,Setuju,FP,FP,true,true,3d0da77acad3a7aa04aad3514803f6c0,3d0da77acad3a7aa04aad3514803f6c0,true,true,Pasangan calon nomor urut 3,,,Calon DPM nomor urut 1,,,,
true,,true,,2020-12-18 12:12:07 +0700 WIB,true,a4fcf83aea2ac5f03813e68d262e5167,student,Setuju,FISIB,FISIB,true,true,9ec0c8c27bcf90cb573f047ecc0f2303,9ec0c8c27bcf90cb573f047ecc0f2303,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 11:38:53 +0700 WIB,true,eb4c11a47449c89cfb62c09726867223,student,Setuju,FIP,FIP,true,true,a8475299b479f37b27d73d05c7868234,a8475299b479f37b27d73d05c7868234,true,true,Pasangan calon nomor urut 3,,,,,,Calon DPM nomor urut 1,
true,,true,,2020-12-18 11:49:26 +0700 WIB,true,8e4350ddf19c32714a0413be4e32e7a0,student,Setuju,FKis,FKis,true,true,3d0da77acad3a7aa04aad3514803f6c0,3d0da77acad3a7aa04aad3514803f6c0,true,true,Pasangan calon nomor urut 3,,,,,,,Calon DPM nomor urut 3
