suara_presma_sah,alasan_suara_presma_tidak_sah,suara_dpm_sah,alasan_suara_dpm_tidak_sah,waktu,dalam_waktu_pemungutan,nim_hashed,jenis_email,persetujuan,input_fakultas,fakultas_tercatat,terdaftar,fakultas_benar,input_verifikasi_hashed,sumber_verifikasi_hashed,verified,dapil_sesuai,pilihan_presma,pilihan_dpm_fh,pilihan_dpm_feb,pilihan_dpm_fp,pilihan_dpm_ft,pilihan_dpm_fisib,pilihan_dpm_fip,pilihan_dpm_fkis
true,,true,,2020-12-18 11:39:06 +0700 WIB,true,9eaf47e671911ac26fe9ac39d506b406,student,Setuju,FP,FP,true,true,82c78a19ef28648f9bc2902051067f9b,82c78a19ef28648f9bc2902051067f9b,true,true,Pasangan calon nomor urut 2,,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 12:18:01 +0700 WIB,true,090dfa636e627b18fe9adc27998e520a,student,Setuju,FP,FP,true,true,8ed4730a6bbad256a54c516b3e9733a6,8ed4730a6bbad256a54c516b3e9733a6,true,true,Pasangan calon nomor urut 1,,,Calon DPM nomor urut 1,,,,
true,,true,,2020-12-18 11:35:51 +0700 WIB,true,3d4010d267e295d2b88bf77d18f071cf,student,Setuju,FT,FT,true,true,dc2d619eac5b354045ff90c25dd65dc9,dc2d619eac5b354045ff90c25dd65dc9,true,true,Pasangan calon nomor urut 2,,,,Calon DPM nomor urut 4,,,
true,,true,,2020-12-18 09:18:20 +0700 WIB,true,7a437e41c0df2de3063f77213e4be7f0,student,Setuju,FH,FH,true,true,1cef23090335a21a139c89f5ce1f053c,1cef23090335a21a139c89f5ce1f053c,true,true,Pasangan calon nomor urut 2,Calon DPM nomor urut 2,,,,,,
true,,true,,2020-12-18 11:47:37 +0700 WIB,true,8ade7dba89af2805ed051e017f45fef1,student,Setuju,FT,FT,true,true,bd98554175896a2866016c7f2835588e,bd98554175896a2866016c7f2835588e,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 3,,,
true,,true,,2020-12-18 11:25:51 +0700 WIB,true,92706033c3fe10462d131d35d4461033,student,Setuju,FKis,FKis,true,true,2f4b44d52d5be22b94e5ab8ebc67ce91,2f4b44d52d5be22b94e5ab8ebc67ce91,true,true,Pasangan calon nomor urut 1,,,,,,,Calon DPM nomor urut 4
true,,true,,2020-12-18 08:16:42 +0700 WIB,true,16c3319a90d1086234dfd657d11288ea,student,Setuju,FISIB,FISIB,true,true,2f4b44d52d5be22b94e5ab8ebc67ce91,2f4b44d52d5be22b94e5ab8ebc67ce91,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 3,,
true,,true,,2020-12-18 12:31:53 +0700 WIB,true,e58a83fdeb0ca2f7f8a469013c8badea,student,Setuju,FT,FT,true,true,6686477350697270a7f8ce0ed4a890cb,6686477350697270a7f8ce0ed4a890cb,true,true,Pasangan calon nomor urut 3,,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 12:36:10 +0700 WIB,true,dc78506c3f3fbb7490a92423c4a4760d,student,Setuju,FT,FT,true,true,1cef23090335a21a139c89f5ce1f053c,1cef23090335a21a139c89f5ce1f053c,true,true,Pasangan calon nomor urut 1,,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 10:43:29 +0700 WIB,true,b9201b5a627e67275af2c6389a037547,student,Setuju,FP,FP,true,true,1165526b84237b7bb39f956aed494df2,1165526b84237b7bb39f956aed494df2,true,true,Pasangan calon nomor urut 2,,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 09:24:36 +0700 WIB,true,21474664af1b7c93508141722d765de9,student,Setuju,FISIB,FISIB,true,true,774cddfa71fc7a30ae3510d118fe08bf,774cddfa71fc7a30ae3510d118fe08bf,true,true,Pasangan calon nomor urut 2,,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 10:01:03 +0700 WIB,true,78925a3edb0a30d4a37dcd55b9923c24,student,Setuju,FIP,FIP,true,true,46e9632adb8e2b7c74d71e2960761915,46e9632adb8e2b7c74d71e2960761915,true,true,Pasangan calon nomor urut 3,,,,,,Calon DPM nomor urut 4,
true,,true,,2020-12-18 10:03:57 +0700 WIB,true,19ef7d0b385bfe346bd56ac3ab752b4b,student,Setuju,FEB,FEB,true,true,3bffb8bd2aba49db807e4f2b80f0ab64,3bffb8bd2aba49db807e4f2b80f0ab64,true,true,Pasangan calon nomor urut 1,,Calon DPM nomor urut 2,,,,,
true,,true,,2020-12-18 09:56:42 +0700 WIB,true,965157eeaf0e946ed0591b7ff14fe573,student,Setuju,FEB,FEB,true,true,774cddfa71fc7a30ae3510d118fe08bf,774cddfa71fc7a30ae3510d118fe08bf,true,true,Pasangan calon nomor urut 3,,Calon DPM nomor urut 4,,,,,
true,,true,,2020-12-18 09:11:36 +0700 WIB,true,2e34d8848435f0014d5114c1c0c8828c,student,Setuju,FKis,FKis,true,true,01c37dc972922fa461c226f3ec031958,01c37dc972922fa461c226f3ec031958,true,true,Pasangan calon nomor urut 1,,,,,,,Calon DPM nomor urut 3
true,,true,,2020-12-18 10:43:54 +0700 WIB,true,14fa7fc40eb40fee9d543663bc46eb3f,student,Setuju,FEB,FEB,true,true,e2f875f78f82546a1cd96f3d7d5237a1,e2f875f78f82546a1cd96f3d7d5237a1,true,true,Pasangan calon nomor urut 3,,Calon DPM nomor urut 3,,,,,
true,,true,,2020-12-18 08:39:33 +0700 WIB,true,0a1d661be731a88de4fcb00a25c26342,student,Setuju,FP,FP,true,true,0c39c72c0a12c304990059b5805a00a9,0c39c72c0a12c304990059b5805a00a9,true,true,Pasangan calon nomor urut 2,,,Calon DPM nomor urut 3,,,,
true,,true,,2020-12-18 12:30:54 +0700 WIB,true,07188728fc2596c3af9b2a8b2fdcb8f4,student,Setuju,FP,FP,true,true,8ed4730a6bbad256a54c516b3e9733a6,8ed4730a6bbad256a54c516b3e9733a6,true,true,Pasangan calon nomor urut 3,,,Calon DPM nomor urut 2,,,,
true,,true,,2020-12-18 11:49:20 +0700 WIB,true,10361e55f969d9374fab56c075a38b14,student,Setuju,FH,FH,true,true,2736238153b5f7ee83895a47430cac8a,2736238153b5f7ee83895a47430cac8a,true,true,Pasangan calon nomor urut 1,Calon DPM nomor urut 4,,,,,,
true,,true,,2020-12-18 09:33:10 +0700 WIB,true,f39bfb1ab356bb0a8987ed7e9a25c5a0,student,Setuju,FIP,FIP,true,true,46e9632adb8e2b7c74d71e2960761915,46e9632adb8e2b7c74d71e2960761915,true,true,Pasangan calon nomor urut 1,,,,,,Calon DPM nomor urut 4,
true,,true,,2020-12-18 11:27:26 +0700 WIB,true,0c38f31ac73236760a8d589606d17cf8,student,Setuju,FH,FH,true,true,1ec3d5855a530b6353700f960a7c4251,1ec3d5855a530b6353700f960a7c4251,true,true,Pasangan calon nomor urut 3,Calon DPM nomor urut 1,,,,,,
true,,true,,2020-12-18 11:36:11 +0700 WIB,true,99a3a937544f64daa3245652f58be2b2,student,Setuju,FEB,FEB,true,true,2515f252b949da81b01af00133a0e830,2515f252b949da81b01af00133a0e830,true,true,Pasangan calon nomor urut 2,,Calon DPM nomor urut 1,,,,,
true,,true,,2020-12-18 11:52:26 +0700 WIB,true,b9acf93b2a56ce9be63d48db616adc5f,student,Setuju,FT,FT,true,true,7e6892934a10cbdf11c4251737ebbd5c,7e6892934a10cbdf11c4251737ebbd5c,true,true,Pasangan calon nomor urut 2,,,,Calon DPM nomor urut 2,,,
true,,true,,2020-12-18 11:50:42 +0700 WIB,true,2d5492b14d7a37a77f30c5b5d4066c7d,student,Setuju,FKis,FKis,true,true,8ed4730a6bbad256a54c516b3e9733a6,8ed4730a6bbad256a54c516b3e9733a6,true,true,Pasangan calon nomor urut 3,,,,,,,Calon DPM nomor urut 1
true,,true,,2020-12-18 12:12:07 +0700 WIB,true,735bf9583c9227039b0f1557d872dc69,student,Setuju,FKis,FKis,true,true,1fcfc5d9a4768537252b811cae55084c,1fcfc5d9a4768537252b811cae55084c,true,true,Pasangan calon nomor urut 2,,,,,,,Calon DPM nomor urut 4
true,,true,,2020-12-18 12:24:13 +0700 WIB,true,fe6db10109bf39607c0eaf58d76d42ec,student,Setuju,FT,FT,true,true,56af289208d92148caa7932799db8f7d,56af289208d92148caa7932799db8f7d,true,true,Pasangan calon nomor urut 2,,,,Calon DPM nomor urut 1,,,
true,,true,,2020-12-18 09:34:49 +0700 WIB,true,158b2bab32a406948610c2329c245193,student,Setuju,FIP,FIP,true,true,5bb0508b9dbcb738cb65425a03cb3016,5bb0508b9dbcb738cb65425a03cb3016,true,true,Pasangan calon nomor urut 2,,,,,,Calon DPM nomor urut 2,
true,,true,,2020-12-18 08:48:49 +0700 WIB,true,1478318710fdd8669f701f6fee4147ea,student,Setuju,FH,FH,true,true,272acef6b0a4c7ce8255ad341bfd4d2f,272acef6b0a4c7ce8255ad341bfd4d2f,true,true,Pasangan calon nomor urut 3,Calon DPM nomor urut 4,,,,,,
true,,true,,2020-12-18 09:12:05 +0700 WIB,true,fcb8bec638d311afb2a3f30f9a2ffc4e,student,Setuju,FISIB,FISIB,true,true,bc9527b001885c426268fc0e6e493e3b,bc9527b001885c426268fc0e6e493e3b,true,true,Pasangan calon nomor urut 1,,,,,Calon DPM nomor urut 4,,
true,,true,,2020-12-18 08:18:52 +0700 WIB,true,0b4d8d06735eb87ae2d716e37c8e71d8,student,Setuju,FKis,FKis,true,true,d7d71436602db92513d515c1bf93274c,d7d71436602db92513d515c1bf93274c,true,true,Pasangan calon nomor urut 1,,,,,,,Calon DPM nomor urut 1
true,,true,,2020-12-18 12:51:23 +0700 WIB,true,f59912201ba053844f25e782249b05c1,student,Setuju,FISIB,FISIB,true,true,56af289208d92148caa7932799db8f7d,56af289208d92148caa7932799db8f7d,true,true,Pasangan calon nomor urut 2,,,,,Calon DPM nomor urut 1,,
true,,true,,2020-12-18 12:24:15 +0700 WIB,true,a67039fa5bcf591ea6f8c7f288bf310e,student,Setuju,FP,FP,true,true,01c37dc972922fa461c226f3ec031958,01c37dc972922fa461c226f3ec031958,true,true,Pasangan calon nomor urut 3,,,Calon DPM nomor urut 1,,,,
